"Customer";"Location";"All Time Work";"Number of sensors";"TempSen";"HumpSen";"LightSen";"AcousticsSen";"AccSen";"GyrSen";"MagSen";"Power";"Wi-Fi";"BT";"JTAG";"Board";"iOSapp";"AndroidApp";"DataGetParammetrs"
"PLC_CISS Bosch/7";"Workshop:11";354000464;15;1;27;8479;26;-1566;83;66;"3";"yes";"yes";"no";"ESP8266";"no";"no";"2019-12-21"
"u_Fanuc_2";"Room/30";59131910;32;6;64;3514;19;-2549;63;24;"3";"no";"yes";"no";"STM";"yes";"yes";"2020-10-02"
"PLCXDK_9";"Department-41";147221920;31;5;37;1964;71;2045;79;59;"220";"no";"yes";"yes";"ESP32";"no";"yes";"2018-11-20"
"machineFestoR26721";"Station37";290766655;17;-2;88;8372;56;1534;30;22;"3";"yes";"yes";"no";"ESP32";"yes";"no";"2020-01-09"
"u_IoTSiemens_11";"Room4";227831382;39;17;96;2426;20;-375;43;68;"3";"yes";"no";"yes";"STM32";"no";"yes";"2018-12-04"
"PLC_Bosch/15";"Department.21";811770433;26;20;50;9995;75;1445;65;75;"220";"no";"no";"yes";"STM";"no";"yes";"2019-09-06"
"CustomerFanuc:3";"Place19";551143757;21;51;79;96;50;-2579;56;39;"3";"no";"no";"yes";"STM32";"no";"no";"2020-05-25"
"Iot_Fanuc.6";"Department_11";445751206;11;16;42;1968;40;-3009;56;31;"220";"yes";"yes";"no";"ESP32";"no";"no";"2019-09-12"
"PLC_VersaIoT/17";"Station/35";382517227;34;7;28;601;48;864;55;43;"220";"no";"yes";"no";"ESP8266";"yes";"no";"2019-12-07"
"PLC_FanucIoT-5";"Department-10";258453805;46;40;51;5226;72;-2012;99;31;"5";"no";"no";"yes";"ESP8266";"yes";"no";"2019-08-08"
"CustomerFanucIoT_14";"Place-2";846776001;36;14;87;2873;100;1886;48;39;"220";"yes";"no";"yes";"ESP8266";"no";"no";"2019-04-21"
"machineFanucIoT19";"Department-18";380562605;37;9;65;5018;92;776;45;33;"3";"yes";"yes";"yes";"ESP32";"no";"no";"2020-09-15"
"u_.12";"Department.11";167126441;32;16;92;5304;79;-1819;26;21;"5";"yes";"yes";"no";"ESP32";"no";"yes";"2020-06-20"
"CustomerFestoR267-15";"Place/15";694450028;23;14;26;6606;94;-2872;69;94;"5";"no";"no";"no";"STM32";"yes";"no";"2019-05-05"
"machineSiemens21";"Station/36";346274786;3;32;36;8616;63;2628;29;61;"3";"yes";"yes";"no";"STM32";"yes";"yes";"2019-03-02"
"PLC_Bosch#23";"Room-32";815900635;2;39;83;3122;26;-2370;62;86;"220";"no";"no";"yes";"STM";"yes";"yes";"2020-03-17"
"Iot_IoT:22";"Place:7";393560641;47;31;96;3615;72;-1208;36;28;"5";"yes";"no";"no";"STM32";"yes";"no";"2020-03-16"
"Iot_FanucIoT.5";"Department.12";759218547;17;17;60;753;17;1853;60;33;"3";"yes";"yes";"yes";"STM";"yes";"yes";"2019-01-19"
"PLCFestoR267.4";"Room:11";53742761;24;46;52;113;44;-857;80;98;"220";"yes";"yes";"no";"STM";"yes";"no";"2019-01-25"
"PLC_IoTSiemens:15";"Room19";709024360;2;-1;62;630;93;3095;29;83;"220";"yes";"yes";"yes";"STM";"yes";"no";"2019-12-16"
"u_XDK#7";"Station.23";155637276;15;47;53;4645;28;-1691;23;68;"3";"yes";"no";"no";"ESP32";"yes";"yes";"2020-02-09"
"PLC_XDK1";"Room#34";108550310;29;43;58;7639;64;-625;78;87;"3";"no";"no";"yes";"ESP32";"yes";"no";"2019-02-16"
"Iot_IoT-18";"Department#23";237931326;3;4;97;1618;67;567;66;74;"220";"no";"no";"yes";"ESP32";"no";"no";"2019-06-13"
"u_XDK Bosch-1";"Workshop_6";379477517;32;-2;67;6501;91;-2338;26;59;"220";"yes";"yes";"no";"STM";"no";"yes";"2019-08-01"
"CustomerCISS Bosch12";"Department/18";106470498;27;12;31;4272;64;-1704;39;21;"3";"yes";"no";"no";"ESP32";"yes";"no";"2019-11-08"
"PLC_GPDI5112";"Room_42";368592192;12;14;72;2932;35;-2194;37;70;"3";"yes";"no";"yes";"ESP32";"yes";"yes";"2019-11-27"
"PLC_IIoT18";"Department/32";146043691;36;13;97;7615;48;2028;44;74;"3";"yes";"yes";"no";"ESP8266";"yes";"no";"2019-05-06"
"Iot_FestoR267.2";"Room:4";774458311;9;13;41;1224;23;-703;21;27;"3";"no";"no";"yes";"ESP8266";"yes";"yes";"2019-09-27"
"Iot_.2";"Department.19";173746474;20;-3;25;381;89;-2354;54;35;"3";"no";"no";"no";"STM32";"no";"yes";"2020-06-21"
"CustomerXDK.2";"Place#11";851004302;35;21;37;9531;51;-1486;86;29;"5";"no";"yes";"yes";"STM";"yes";"no";"2019-02-19"
"PLC_CNC_15";"Station.40";858051429;31;33;35;9554;100;-2498;73;72;"5";"no";"no";"yes";"ESP32";"no";"no";"2020-10-19"
"CustomerFestoR267/16";"Room34";429163919;4;29;59;2708;64;-2832;44;25;"3";"yes";"no";"no";"STM";"no";"yes";"2020-02-03"
"PLC21";"Room.7";363240614;41;5;28;2450;57;-2474;62;51;"220";"no";"no";"yes";"STM";"yes";"no";"2020-02-04"
"CustomerGPDI5110";"Workshop#7";670044677;3;-3;100;5952;68;-289;41;48;"3";"yes";"yes";"no";"ESP8266";"yes";"no";"2020-09-09"
"PLC_Siemens5";"Place15";9315094;10;10;49;1141;90;1742;76;59;"3";"yes";"yes";"no";"STM32";"yes";"no";"2019-03-21"
"PLC_Fanuc_18";"Workshop.36";522013713;21;50;73;9587;36;432;67;63;"3";"yes";"yes";"no";"ESP32";"no";"yes";"2019-07-19"
"PLCXDK-6";"Department-26";444697716;8;9;30;171;68;-1588;42;70;"3";"no";"yes";"yes";"STM32";"no";"no";"2019-03-16"
"u_FanucIoT-16";"Room-39";207734104;16;-1;32;8301;82;2721;20;77;"5";"yes";"no";"no";"STM";"yes";"yes";"2020-06-08"
"PLC.16";"Workshop:8";277658985;4;19;42;7835;39;2965;81;25;"220";"no";"no";"no";"ESP32";"yes";"yes";"2020-03-21"
"PLCFanucIoT13";"Station#38";291205284;21;41;74;9976;43;-853;65;100;"3";"yes";"no";"no";"STM";"yes";"no";"2020-08-30"
"u_XDK Bosch.4";"Room26";801680132;17;27;46;7627;62;2803;42;77;"220";"no";"no";"yes";"ESP32";"no";"no";"2018-11-12"
"PLCIoT:2";"Department:19";708840894;9;3;40;5724;27;1180;51;22;"220";"no";"no";"yes";"STM";"no";"yes";"2019-07-14"
"PLC_SensXiom:1";"Room:11";63548279;21;41;30;1205;41;458;55;72;"5";"yes";"no";"no";"ESP8266";"no";"yes";"2019-02-20"
"CustomerIoT:20";"Workshop/27";552343603;25;24;69;7775;70;-1858;63;41;"3";"no";"yes";"no";"STM";"yes";"yes";"2019-01-14"
"Iot_SensXiom16";"Station14";641239735;16;19;95;8471;31;2259;68;65;"5";"yes";"yes";"yes";"STM";"no";"no";"2019-11-29"
"Iot_Bosch_17";"Station40";100681478;9;6;36;5806;31;-628;23;55;"220";"yes";"yes";"yes";"STM32";"no";"no";"2019-06-28"
"PLCVersaIoT/22";"Workshop/2";24457684;45;44;39;6510;69;1634;93;62;"220";"no";"yes";"yes";"ESP32";"no";"no";"2020-02-10"
"CustomerFanucIoT-12";"Workshop:17";350503283;29;43;31;8822;34;2519;20;52;"5";"yes";"no";"yes";"ESP8266";"yes";"no";"2020-09-18"
"PLC_Bosch2";"Workshop30";460047583;22;52;41;9269;54;-233;77;92;"3";"no";"yes";"yes";"ESP32";"no";"yes";"2019-05-07"
"CustomerFanuc_20";"Workshop39";656458470;30;17;51;2060;20;1833;80;75;"3";"no";"yes";"no";"ESP32";"yes";"yes";"2019-01-14"
"CustomerFanucIoT-18";"Room5";515156043;2;33;34;332;100;-2629;78;22;"3";"no";"yes";"no";"STM";"yes";"no";"2020-05-19"
"Iot_OSISoftIoT-23";"Room:33";751025311;19;33;81;7729;29;1991;44;64;"5";"no";"no";"yes";"STM";"no";"yes";"2020-05-27"
"PLCNewGenIoT#18";"Place41";353702231;46;54;54;6638;82;-2541;96;62;"5";"no";"yes";"yes";"ESP8266";"no";"yes";"2020-09-18"
"PLC_FestoR267:19";"Department19";351753981;42;19;74;7783;50;-2992;93;87;"5";"no";"yes";"yes";"STM";"no";"yes";"2020-01-06"
"Iot_Bosch18";"Place-25";113570222;10;44;40;1534;58;-2253;57;32;"3";"yes";"yes";"yes";"ESP32";"yes";"no";"2020-10-13"
"PLC_CNC/5";"Place.6";23044283;38;-3;65;1791;52;-1744;46;99;"3";"no";"no";"no";"ESP8266";"yes";"no";"2019-01-15"
"u_XDK.16";"Room_3";69805756;14;41;65;7305;28;-559;31;50;"3";"no";"yes";"no";"ESP8266";"no";"yes";"2020-05-20"
"PLCVersaIoT22";"Workshop#38";731630915;5;36;43;5585;42;2988;73;37;"3";"yes";"yes";"yes";"ESP32";"no";"no";"2020-04-09"
"PLC_IoTSiemens.5";"Department#19";290852980;47;44;27;4074;82;2815;52;23;"3";"no";"no";"yes";"STM";"yes";"yes";"2019-11-01"
"Iot_IoT-3";"Department/33";229197888;16;8;89;3643;87;298;17;63;"5";"yes";"no";"no";"ESP32";"no";"yes";"2019-12-07"
"CustomerCNC/23";"Station-19";688129793;48;28;75;9691;71;-8;19;84;"5";"yes";"yes";"yes";"STM";"no";"no";"2020-02-16"
"machineXDK Bosch_16";"Room#4";819653488;2;20;97;809;32;-338;46;84;"3";"yes";"yes";"yes";"STM32";"yes";"yes";"2020-04-21"
"u_Siemens.15";"Room39";486350683;14;33;50;3327;49;-2310;85;40;"3";"no";"no";"no";"ESP8266";"yes";"yes";"2020-10-12"
"Iot_GPDI51#2";"Department.30";698687222;29;49;71;8197;37;619;81;62;"3";"no";"yes";"no";"STM32";"yes";"no";"2020-10-21"
"PLC_IIoT:5";"Station.25";435931998;4;9;32;7448;81;1826;53;51;"3";"no";"no";"no";"ESP8266";"no";"yes";"2019-11-14"
"Iot_FanucIoT.15";"Place/35";271076667;8;16;66;2218;65;1544;70;70;"5";"no";"yes";"yes";"STM32";"yes";"yes";"2019-06-06"
"Iot_VersaIoT#5";"Room.19";577486809;36;8;53;7156;50;-1003;22;98;"220";"yes";"no";"no";"STM32";"no";"yes";"2019-07-14"
"u_Festo/7";"Station:9";607846158;43;50;27;213;47;-1207;31;17;"3";"no";"yes";"yes";"STM32";"no";"yes";"2020-09-10"
"machineXDK9";"Place31";578015409;41;32;44;6958;36;-128;60;33;"5";"yes";"no";"no";"ESP8266";"yes";"no";"2020-02-17"
"machineFanuc17";"Room:13";393535935;20;2;89;3765;91;1541;56;75;"220";"no";"yes";"no";"STM";"yes";"yes";"2019-01-05"
"PLC_IoTSiemens#13";"Workshop-4";496210132;19;37;67;7215;34;-490;99;28;"5";"no";"no";"no";"ESP8266";"no";"no";"2019-04-07"
"PLCBosch:23";"Workshop:12";813205650;13;19;36;4360;98;827;98;93;"220";"yes";"yes";"no";"STM32";"no";"yes";"2018-11-28"
"u_CNC-23";"Station/2";469295681;3;27;75;6757;88;2937;41;32;"220";"no";"yes";"yes";"STM32";"yes";"no";"2020-03-02"
"PLC_CISS Bosch-22";"Place_18";414262565;26;37;77;9636;94;2227;52;100;"5";"no";"yes";"yes";"STM";"no";"no";"2020-10-14"
"machineOSISoftIoT.3";"Room2";24596778;17;22;95;1958;74;2367;93;71;"3";"no";"yes";"yes";"ESP8266";"no";"no";"2019-09-05"
"PLC_FestoR267:20";"Place:11";156648630;27;4;65;3032;56;2673;25;82;"3";"yes";"no";"no";"ESP8266";"no";"yes";"2019-05-16"
"PLCNewGenIoT:9";"Department#6";537517468;42;9;26;2402;77;415;37;95;"5";"yes";"no";"yes";"STM32";"yes";"no";"2019-11-28"
"PLCFestoR2674";"Room_9";290098854;35;39;75;4026;26;1131;72;68;"5";"yes";"yes";"no";"ESP8266";"yes";"no";"2020-04-30"
"u_IoT22";"Workshop:22";435762750;26;18;45;7012;40;1014;63;96;"5";"yes";"yes";"no";"ESP8266";"yes";"no";"2019-07-18"
"PLC_OSISoftIoT18";"Department-31";266396207;26;31;97;538;47;-1868;66;79;"3";"yes";"no";"no";"STM32";"yes";"yes";"2019-04-15"
"PLC_Festo#18";"Station#14";513687014;40;43;29;8682;41;-1524;92;96;"3";"no";"no";"yes";"STM";"yes";"yes";"2020-01-26"
"PLCSiemens.10";"Place-37";103048627;34;30;70;4400;56;2305;17;71;"5";"no";"yes";"no";"STM";"yes";"yes";"2020-09-28"
"Iot_Siemens_17";"Workshop:38";405591551;47;40;80;2788;29;-1786;100;51;"3";"yes";"yes";"yes";"ESP32";"yes";"no";"2019-07-18"
"Iot_IoT_4";"Department24";71356428;45;32;38;3409;43;-2193;25;79;"220";"no";"no";"yes";"ESP32";"yes";"no";"2019-05-17"
"machineCISS Bosch#18";"Workshop:26";555384937;23;-1;66;5554;82;241;88;23;"5";"yes";"yes";"yes";"ESP8266";"yes";"no";"2020-05-10"
"Iot_Festo#6";"Place.15";296439747;6;47;76;888;44;1947;43;79;"3";"yes";"yes";"no";"ESP8266";"yes";"no";"2020-06-25"
"PLC_XDK-3";"Place/19";69647509;18;2;67;7736;75;1576;65;55;"3";"no";"yes";"no";"STM32";"no";"no";"2020-05-27"
"PLCIoT:3";"Workshop#26";820846346;21;46;57;7678;96;-2303;88;65;"5";"yes";"yes";"no";"ESP8266";"yes";"yes";"2020-04-23"
"PLCXDK2";"Place:37";5384029;12;23;43;9359;67;616;80;64;"5";"yes";"no";"yes";"STM";"no";"no";"2020-09-26"
"PLCSensXiom-2";"Room#4";5716004;23;35;60;2447;51;-2684;78;56;"5";"no";"yes";"no";"STM32";"no";"no";"2018-12-17"
"CustomerIIoT:7";"Station/5";88617283;37;52;71;2054;46;-852;51;74;"3";"no";"yes";"no";"ESP8266";"no";"yes";"2020-07-11"
"Iot_Festo_17";"Department:7";671988108;33;54;65;8310;50;6;54;32;"3";"no";"yes";"no";"ESP8266";"yes";"no";"2020-07-31"
"PLCIIoT.17";"Workshop_3";601620970;45;50;25;5465;97;-2782;34;36;"3";"yes";"no";"no";"STM";"no";"yes";"2019-10-11"
"CustomerSensXiom:14";"Department-38";859320798;45;43;34;7575;90;836;48;31;"220";"yes";"yes";"no";"STM";"no";"no";"2020-07-08"
"PLC_OSISoftIoT:4";"Room3";146337422;19;43;79;7398;30;1903;69;91;"5";"yes";"yes";"yes";"STM32";"yes";"yes";"2019-02-02"
"u_XDK#2";"Station:11";742649277;34;44;99;7947;35;-257;26;72;"5";"yes";"yes";"yes";"STM";"no";"yes";"2018-11-25"
"machineFanuc/11";"Workshop-7";182123145;27;3;64;9929;24;2236;27;49;"3";"no";"yes";"no";"ESP32";"no";"yes";"2020-03-31"
"u_Bosch:8";"Room/3";433952429;8;-2;87;5721;69;1638;95;36;"3";"yes";"no";"yes";"ESP32";"yes";"no";"2019-01-10"
"machineFanucIoT/23";"Room.20";14672196;11;42;50;3057;35;-2162;62;74;"5";"yes";"yes";"yes";"STM32";"yes";"yes";"2019-10-03"
"PLCFesto17";"Room26";200897015;7;28;80;5204;75;-548;32;71;"5";"no";"yes";"yes";"STM32";"no";"yes";"2020-10-21"
"u_FanucIoT/1";"Department:6";21608500;16;16;62;8021;65;-39;88;67;"220";"no";"yes";"yes";"ESP32";"yes";"yes";"2020-04-29"
"PLCFanucIoT5";"Department30";452117058;42;20;90;6552;86;-1827;17;71;"3";"yes";"no";"yes";"ESP8266";"no";"yes";"2019-06-02"
"PLCXDK Bosch5";"Department:18";881874113;8;11;80;3032;85;563;65;19;"3";"no";"no";"yes";"STM32";"no";"no";"2020-06-10"
"Iot_CNC/3";"Workshop_7";624222689;44;15;48;6778;63;2030;37;30;"3";"yes";"no";"no";"ESP32";"yes";"yes";"2019-07-14"
"PLC_IoTSiemens:21";"Workshop.8";632139387;49;31;61;6329;40;-2175;84;84;"5";"yes";"yes";"no";"STM32";"yes";"no";"2019-05-12"
"PLC_IIoT#6";"Station_33";813509854;30;4;74;3955;52;-839;62;60;"5";"yes";"no";"yes";"ESP8266";"no";"yes";"2019-10-06"
"CustomerFesto.14";"Department:18";140191964;45;44;93;2828;54;2980;88;48;"3";"yes";"no";"no";"ESP8266";"no";"no";"2018-11-09"
"PLC_CISS Bosch#4";"Station.22";250289021;46;46;98;4618;21;-746;65;21;"220";"yes";"no";"yes";"ESP32";"no";"no";"2019-07-20"
"u_Bosch-22";"Department/29";184502537;25;15;34;9336;93;-1028;79;37;"3";"yes";"yes";"yes";"ESP32";"no";"no";"2020-05-18"
"PLC_IIoT/17";"Department#13";310779344;27;46;71;7072;29;2952;42;48;"220";"no";"yes";"yes";"STM32";"yes";"yes";"2019-07-03"
"machineBosch.8";"Station-13";49539651;1;-3;60;7391;49;1868;51;53;"3";"yes";"yes";"no";"ESP32";"yes";"yes";"2020-03-05"
"machineOSISoftIoT_16";"Room29";148813386;23;18;82;3603;57;500;23;90;"5";"yes";"no";"no";"ESP32";"no";"yes";"2019-05-03"
"PLC_NewGenIoT.15";"Department#4";121271215;16;16;83;2807;50;-340;100;29;"3";"yes";"no";"yes";"ESP8266";"no";"yes";"2020-07-21"
"Iot_IoTSiemens#16";"Workshop/18";41669813;25;16;83;1066;92;-1448;78;100;"3";"yes";"yes";"no";"STM32";"yes";"yes";"2019-07-28"
"PLC_Fanuc_10";"Workshop-14";393985098;21;-2;50;7542;24;3002;71;56;"3";"no";"no";"yes";"STM";"no";"no";"2020-05-16"
"CustomerXDK18";"Room_37";246868980;42;15;61;131;33;1060;81;20;"5";"yes";"no";"no";"STM32";"yes";"yes";"2019-08-04"
"PLCFesto#20";"Room/8";391602889;20;34;87;8142;39;-76;25;51;"5";"no";"no";"no";"STM32";"yes";"no";"2019-08-01"
"machineFanuc.21";"Station_32";339861132;36;46;96;6623;36;1812;35;59;"3";"no";"no";"no";"ESP8266";"no";"yes";"2020-10-02"
"CustomerOSISoftIoT/14";"Room.14";185642383;9;39;44;7236;42;-864;86;94;"3";"no";"yes";"no";"STM";"no";"no";"2020-05-06"
"PLC_IIoT_15";"Place#15";508853681;7;39;64;3058;17;1967;63;71;"5";"yes";"yes";"yes";"ESP8266";"yes";"yes";"2019-08-14"
"machineIoT#17";"Station32";440377009;11;41;69;5699;89;2781;37;75;"5";"yes";"yes";"yes";"ESP32";"yes";"yes";"2019-04-01"
"PLC_IoTSiemens-20";"Place8";411084202;40;50;66;3728;33;1172;74;42;"3";"no";"no";"no";"ESP8266";"no";"no";"2018-11-09"
"CustomerSensXiom#17";"Workshop-3";27907774;9;27;98;5959;44;702;79;33;"220";"no";"no";"no";"STM";"yes";"yes";"2019-08-28"
"machineNewGenIoT#4";"Department#27";56199262;36;24;85;5997;37;-575;69;59;"5";"yes";"no";"yes";"ESP8266";"yes";"yes";"2020-02-27"
"Iot_XDK Bosch_5";"Station42";792142463;8;40;47;9377;96;-2274;37;89;"3";"yes";"no";"no";"ESP32";"no";"no";"2020-01-21"
"Iot_NewGenIoT_14";"Department-30";26804914;7;43;83;8188;75;-1158;84;63;"3";"no";"no";"yes";"ESP32";"no";"yes";"2019-12-19"
"machineGPDI51:20";"Department23";635030755;2;43;38;2888;88;-866;91;100;"5";"yes";"no";"yes";"STM";"yes";"yes";"2019-06-23"
"u_XDK.12";"Workshop/7";104702892;34;16;89;5549;44;919;74;47;"5";"yes";"no";"yes";"STM32";"yes";"no";"2019-09-03"
"CustomerFesto-23";"Station-11";676687566;22;9;43;9058;46;-517;24;100;"3";"no";"no";"no";"STM32";"yes";"no";"2020-07-04"
"u_GPDI51:8";"Place7";802880351;4;27;81;5995;79;2200;51;69;"5";"no";"no";"yes";"ESP32";"yes";"yes";"2020-02-07"
"Iot_IoT:3";"Station:20";511103718;17;20;30;8974;57;1686;83;49;"5";"no";"no";"no";"STM";"no";"no";"2018-11-13"
"PLCXDK:3";"Room25";738726758;29;-2;32;2777;23;2055;41;43;"5";"yes";"no";"yes";"ESP32";"no";"no";"2019-12-24"
"CustomerSiemens10";"Department21";486903332;25;15;75;4292;75;1667;83;60;"5";"yes";"no";"yes";"STM";"yes";"yes";"2020-08-20"
"CustomerFanucIoT#5";"Place30";553992815;15;12;53;4872;94;2611;74;77;"5";"yes";"no";"yes";"STM32";"yes";"no";"2020-09-12"
"machineSensXiom/13";"Department_38";870719825;17;8;82;8980;33;-2928;43;60;"5";"no";"yes";"no";"ESP32";"yes";"yes";"2019-01-27"
"machineFanuc.4";"Station/39";416546251;19;1;60;1557;69;284;40;38;"3";"no";"yes";"no";"STM";"no";"yes";"2019-06-28"
"machineFestoR267#23";"Workshop23";183767162;27;47;33;6165;95;-2655;81;97;"3";"no";"no";"no";"ESP32";"no";"yes";"2018-11-14"
"PLC_Siemens19";"Place/14";279595507;45;14;53;4434;47;-2452;89;26;"220";"yes";"no";"no";"STM32";"yes";"no";"2019-09-29"
"PLCIoT/5";"Workshop/6";608339267;2;46;93;4870;56;304;86;61;"5";"no";"no";"yes";"STM32";"yes";"no";"2019-02-15"
"machineFestoR267-5";"Station26";606131686;40;37;57;4235;36;1677;19;92;"5";"yes";"no";"no";"ESP32";"yes";"yes";"2019-01-07"
"Iot_FestoR267/20";"Workshop35";876694726;10;23;62;9771;74;-2893;82;52;"3";"no";"yes";"no";"STM";"yes";"no";"2020-08-05"
"CustomerCISS Bosch16";"Place25";617391796;27;35;44;8154;46;-1110;40;42;"5";"no";"no";"no";"STM";"yes";"yes";"2019-02-01"
"PLCCISS Bosch/21";"Place-27";563762241;3;2;45;5641;34;2950;59;33;"3";"yes";"no";"no";"STM";"yes";"no";"2018-12-05"
"PLCFanucIoT:5";"Workshop:28";121843519;6;26;76;4610;55;-119;45;33;"3";"yes";"yes";"yes";"STM";"no";"yes";"2020-03-19"
"PLCIoT.17";"Department/40";267809834;26;44;35;9922;23;2647;28;65;"5";"yes";"no";"yes";"STM32";"no";"yes";"2020-10-05"
"machineGPDI511";"Place_27";1915986;39;6;54;338;77;2512;28;46;"220";"yes";"yes";"no";"STM";"no";"yes";"2020-01-02"
"CustomerSensXiom_15";"Department_27";780343064;6;24;80;3928;52;-496;97;98;"220";"yes";"yes";"no";"ESP8266";"no";"yes";"2019-06-10"
"u_.18";"Workshop.35";659320296;40;5;60;2377;40;3055;74;75;"5";"yes";"yes";"no";"STM32";"yes";"no";"2019-03-29"
"machineOSISoftIoT_9";"Place#26";13128595;11;11;93;6497;86;1253;95;61;"3";"yes";"yes";"no";"STM32";"no";"yes";"2020-06-03"
"u_Fanuc4";"Workshop_5";648261365;5;1;47;6681;75;1428;61;20;"220";"no";"no";"no";"ESP32";"yes";"yes";"2020-03-18"
"PLCIoT/9";"Station-22";316658076;12;1;60;986;67;-1317;60;63;"5";"yes";"yes";"yes";"ESP32";"no";"yes";"2019-08-03"
"machineCNC9";"Department15";806807543;33;23;55;3605;35;2220;88;20;"220";"yes";"no";"no";"ESP8266";"no";"no";"2019-05-03"
"PLCIIoT_7";"Place14";631466541;20;47;91;6208;97;-1824;86;33;"5";"no";"no";"yes";"STM";"yes";"yes";"2020-01-09"
"PLC:21";"Station:4";879721813;24;18;88;8437;58;-412;31;21;"5";"no";"no";"yes";"ESP32";"yes";"no";"2018-12-30"
"PLC_XDK Bosch/21";"Room/23";769734100;30;54;60;9486;45;2950;40;68;"3";"yes";"no";"no";"STM32";"no";"no";"2020-06-11"
"Iot_GPDI514";"Room4";757134602;25;35;42;7346;23;-2694;91;59;"5";"yes";"no";"yes";"ESP32";"yes";"yes";"2019-04-18"
"machineFestoR26714";"Department32";12805581;12;26;25;3225;19;-2470;23;84;"5";"no";"yes";"no";"STM";"no";"yes";"2020-03-28"
"PLC_IoT-2";"Place15";682524683;21;5;88;8171;67;-1659;30;31;"5";"no";"yes";"yes";"ESP32";"yes";"no";"2019-09-28"
"PLC.5";"Workshop37";358734170;4;1;39;1437;83;403;88;70;"5";"yes";"no";"yes";"ESP32";"no";"no";"2019-06-30"
"PLC:22";"Department/27";352819847;43;21;50;3554;92;2186;99;82;"5";"no";"yes";"no";"ESP8266";"yes";"no";"2020-03-10"
"PLCCNC:11";"Place-33";398680079;36;18;49;981;71;2259;26;60;"220";"no";"no";"yes";"ESP32";"no";"no";"2020-03-01"
"PLC_IoT_18";"Place/36";116197172;49;44;39;4609;32;529;69;31;"5";"no";"yes";"no";"STM32";"yes";"no";"2020-04-19"
"u_IoTSiemens.5";"Place:39";21955740;28;38;98;5621;87;576;70;84;"3";"no";"no";"no";"STM32";"yes";"yes";"2020-02-27"
"PLCFesto_13";"Room:34";124968796;2;35;82;3915;18;2019;76;99;"220";"no";"no";"yes";"STM";"no";"no";"2019-06-06"
"PLCSensXiom23";"Department3";601986722;3;14;70;5846;56;-2164;52;44;"5";"no";"no";"no";"STM";"yes";"yes";"2018-11-12"
"u_IoTSiemens:23";"Department:33";333982760;34;40;90;9426;28;1397;78;95;"3";"no";"yes";"yes";"ESP32";"yes";"yes";"2018-12-16"
"Iot_Bosch9";"Workshop#27";245847816;7;13;72;2422;59;850;64;32;"220";"no";"no";"no";"STM";"no";"no";"2019-10-19"
"PLC_VersaIoT4";"Department/22";301237068;42;42;70;3867;93;-1662;46;97;"3";"yes";"no";"yes";"ESP32";"no";"no";"2019-05-28"
"PLCSensXiom.17";"Room:23";351750709;48;37;81;8305;70;2357;76;84;"220";"no";"yes";"no";"STM";"no";"no";"2020-03-01"
"PLC_GPDI51:6";"Workshop11";792604150;9;36;50;917;72;-2153;40;64;"220";"yes";"no";"no";"STM32";"no";"no";"2020-10-27"
"PLC_VersaIoT:23";"Room.24";281516347;23;7;71;2283;68;1663;54;65;"3";"yes";"yes";"yes";"STM";"yes";"yes";"2019-08-19"
"CustomerFestoR267_1";"Workshop_11";489689748;17;16;85;3291;61;-451;72;56;"220";"yes";"yes";"no";"ESP8266";"yes";"no";"2019-04-11"
"u_OSISoftIoT_4";"Room-32";25260680;19;12;75;5750;30;-131;100;72;"5";"no";"yes";"yes";"STM";"yes";"no";"2019-02-28"
"CustomerFanucIoT20";"Place_41";588816424;12;52;96;5463;18;-2545;50;42;"3";"yes";"no";"yes";"STM";"no";"no";"2020-05-12"
"PLC_IIoT3";"Workshop19";774895021;14;12;31;4452;40;-1971;33;21;"5";"yes";"yes";"yes";"ESP32";"yes";"no";"2020-10-04"
"machineFestoR267#10";"Station12";601520029;48;18;80;2674;18;-1025;83;83;"5";"yes";"no";"yes";"ESP32";"yes";"no";"2019-10-13"
"PLC_IoTSiemens6";"Station:24";721086979;14;0;29;6910;53;409;18;73;"5";"yes";"yes";"no";"STM32";"no";"yes";"2018-11-04"
"PLC_IIoT#16";"Department_25";712681425;39;-1;76;764;64;1810;64;93;"3";"yes";"yes";"no";"ESP32";"yes";"no";"2019-02-26"
"PLCGPDI5123";"Room-8";681592449;30;33;91;8971;81;2777;40;29;"5";"no";"no";"yes";"STM32";"no";"no";"2020-08-29"
"CustomerFestoR267#11";"Department3";695562125;3;11;91;1952;27;405;75;24;"3";"no";"no";"no";"STM";"yes";"yes";"2018-10-29"
"u_OSISoftIoT/5";"Station#35";752084910;15;-1;92;4173;94;-1281;92;93;"5";"yes";"yes";"yes";"ESP8266";"no";"yes";"2019-03-05"
"u_IoTSiemens/9";"Place40";816012963;15;19;72;6329;51;-1844;94;25;"3";"no";"yes";"no";"ESP32";"no";"no";"2020-01-14"
"CustomerIoTSiemens1";"Station#11";836033377;19;11;94;3186;42;1788;80;42;"5";"yes";"yes";"yes";"STM32";"yes";"yes";"2020-04-06"
"Iot_FestoR267/23";"Station-13";213232941;8;33;53;3135;29;2853;99;74;"3";"no";"no";"yes";"ESP8266";"no";"yes";"2020-10-03"
