"Customer";"Location";"All Time Work";"Number of sensors";"TempSen";"HumpSen";"LightSen";"AcousticsSen";"AccSen";"GyrSen";"MagSen";"Power";"Wi-Fi";"BT";"JTAG";"Board";"iOSapp";"AndroidApp";"DataGetParammetrs"
"u_XDK6";"Room.25";871425741;6;19;51;619;67;-3048;88;74;"5";"no";"No Information";"--";""""",";"No Information";"no info";"2017-12-26"
"machineNewGenIoT.12";"";331347459;24;10;29;2623;66;-2181;19;29;"3";"";"ЂСЏР¶Рµ";"no";",";"NO;";"+";"2018-04-04"
"u_CISS Bosch:13";"Place:28";395870715;1;36;71;1540;21;-1715;35;94;"5";"N/I";"нет";"ЂСЏР¶Рµ";"STM32";"yes";"no";"2018-03-28"
"Iot_Festo.22";"";314909303;21;18;77;3773;45;223;33;20;"220";"";"0";" ";"STM32";"YES";"
";"2019-02-17"
"PLC_VersaIoT_23";"Workshop38";217156132;35;18;99;3990;21;-2790;87;27;"5";"yes";"YES";"YES";"ЕSP8266";"Да";"NO;";"2019-10-24"
"PLC_IoT#17";"Department-38";644694881;49;48;61;9777;52;-855;91;42;"5";"N/I";"no";" ";"ESP ";"Нет";"NO;";"2019-02-16"
"CustomerIIoT_10";"Workshop:42";535070866;25;15;87;5743;91;-415;77;35;"3";"+";" ";"yes";",";"no";" ";"2018-06-01"
"PLCCNC#17";"Place#16";131939967;19;3;95;6143;57;361;29;92;"3";"
";"нет";"нет";"ESP8266";"0";"+";"2019-08-23"
"Iot_FestoR267/17";"Department#15";68228034;6;-2;25;7441;82;2364;92;40;"3";"";"апр";"+";";";"Нет";"yes";"2018-11-26"
"CustomerXDK Bosch1";"Department:19";236221083;24;44;68;7186;61;-2080;67;42;"5";"";"N/I";"Да";"STM32";"Нет";"no";"2019-05-11"
"u_FanucIoT#9";"";230389061;20;25;25;7598;33;1200;27;96;"3";"апр";"no";"no info";",";"да";"Нет";"2018-12-04"
"CustomerSensXiom/2";"Station-39";546615394;7;35;41;885;23;-585;61;90;"5";"";"No information";"апр";"ESP8266";"NO";"N/I";"2019-08-08"
"PLCCNC/21";"";801521215;13;14;39;3906;31;2332;20;94;"3";"
";"
";"no";"STM32";"
";"no";"2019-08-13"
"u_FestoR2675";"Room#35";77047837;4;14;99;6762;99;-2963;92;51;"5";"N/I";"NO;";"yes";""""",";"No Information";"0";"2020-04-12"
"machineSensXiom-14";"Place_36";372624275;12;-1;35;6861;18;-2595;73;29;"5";"--";"NO";"--";"ESP32";"+";"Да";"2020-01-07"
"PLC_IoTSiemens6";"Station#12";104449761;36;13;46;204;81;1489;21;25;"220";"NO";"NO";"NO";",";" ";"+";"2019-02-23"
"u_VersaIoT-16";"Room.10";289452770;46;4;63;8389;18;2768;75;95;"220";"no";"-";"да";"STM";"NO";"
";"2020-04-10"
"u_CISS Bosch17";"Department26";860204927;33;43;82;6850;75;-273;54;97;"3";"Нет";"+";"Нет";""""",";"no";"+";"2019-11-15"
"PLC_XDK Bosch#17";"";219072998;26;28;66;1489;42;499;75;40;"3";"";"yes";"no info";";";"Нет";"No information";"2019-09-05"
"PLC_Fanuc-10";"Room#9";234839253;26;5;56;3754;52;1704;19;19;"3";"";"
";"NO";"ЕSP8266";"NO;";"no info";"2018-11-01"
"machineCNC5";"";523798309;41;38;88;9184;62;1089;46;61;"3";"";"no";"Нет";"ESP32";"no info";"
";"2020-10-23"
"PLC_IoT/20";"Room.20";466542985;40;9;73;9408;31;390;77;33;"220";"NO;";"yes";"no";",";"Нет";"0";"2020-06-29"
"machineIIoT13";"Station16";607085;36;21;31;9465;28;-1456;89;37;"5";"апр";"NO";"-";";";"1";"ЂСЏР¶Рµ";"2018-08-01"
"machineFestoR267/23";"";314191401;1;30;27;7360;33;2003;30;69;"3";"";"no info";" ";"ESP32";"
";"No Information";"2020-08-28"
"Iot_XDK.4";"Workshop:33";386159431;10;26;36;7383;39;186;35;100;"220";"";"--";"N/I";"ESP ";"+";"N/I";"2019-10-03"
"CustomerNewGenIoT:9";"Department/36";471152103;29;3;84;778;76;1722;54;39;"3";"";"Да";"NO;";";";"NO";"N/I";"2019-01-15"
"PLCGPDI51.2";"";575111504;16;17;98;8156;32;-2702;70;27;"3";"NO";"N/I";"yes";"ESP32";"1";"ЂСЏР¶Рµ";"2018-05-23"
"PLCCISS Bosch16";"Place-6";882646629;48;16;87;1098;82;-202;30;70;"220";"Нет";"апр";"no";""""",";"yes";"да";"2018-03-27"
"u_CNC#17";"";594059030;13;39;52;3558;31;1944;90;47;"3";"Нет";"нет";"yes";"ESP32";"1";"yes";"2020-03-20"
"CustomerGPDI51_13";"Station15";718170514;21;42;85;2786;93;520;83;36;"5";"No Information";"NO;";"апр";"STM";"no info";"ЂСЏР¶Рµ";"2018-08-05"
"u_Siemens_1";"Workshop-32";561284956;32;50;74;1133;91;1036;41;45;"5";"
";"апр";"+";""""",";"0";"N/I";"2018-05-15"
"PLC_Bosch/8";"";725685255;29;26;92;9137;75;1642;56;44;"5";"";"NO";"+";",";"no";"ЂСЏР¶Рµ";"2018-11-21"
"PLCSiemens:23";"Room_40";82538701;2;17;98;1000;88;1937;50;98;"220";"No Information";"yes";"yes";"STM";"Да";"--";"2019-01-07"
"Iot_IoTSiemens14";"Room#16";17128748;49;30;92;5888;65;1357;21;35;"220";"+";"1";"--";"STM32";" ";"NO;";"2018-12-31"
"PLCIoT_22";"Room:22";758955374;26;-1;79;7574;89;-3015;51;33;"220";"No information";"No information";"yes";",";" ";"0";"2018-04-09"
"machineBosch#7";"Workshop/38";719152874;35;6;44;4421;93;-2074;59;28;"3";"Нет";"NO";"-";",";"yes";"No information";"2019-03-03"
"u_FestoR267#15";"Place-28";871410657;35;24;32;8050;48;121;21;18;"220";"";"
";"Нет";"STM32";"нет";"NO";"2018-04-18"
"machineSiemens.4";"Workshop_30";180897843;30;15;100;152;75;-2970;76;88;"5";" ";"no";"No Information";"ESP32";"-";"NO";"2017-11-02"
"PLCXDK-3";"";565841126;4;10;63;4629;86;1082;78;98;"5";"--";" ";"NO";"STM";"yes";"YES";"2018-08-28"
"CustomerFesto-17";"Department_23";27139230;41;19;89;4401;49;1519;74;23;"3";"NO";"no info";"Нет";"ЕSP8266";"No Information";"NO";"2018-02-05"
"Iot_OSISoftIoT-3";"Station.31";583497353;29;2;52;9965;31;-253;18;98;"5";"--";"1";"нет";"STM";"no info";"нет";"2020-04-09"
"machineIoT19";"Workshop:16";440262872;33;46;95;8435;45;2477;66;77;"220";"NO";"да";"No information";";";"N/I";"--";"2020-09-30"
"machineSensXiom/12";"Department#39";265568770;34;16;38;1018;64;2641;73;76;"220";"";"yes";"yes";""""",";"0";"нет";"2019-03-04"
"Iot_XDK Bosch:19";"Department#33";648490437;24;40;56;7429;70;-998;99;48;"3";"";"апр";"апр";"ESP8266";"yes";"да";"2020-01-28"
"PLCCNC10";"Station34";25205333;44;3;83;6052;67;-2219;48;71;"5";"NO";"No Information";"да";"ESP32";"да";"+";"2018-01-04"
"PLC_Festo_17";"Workshop#9";267691825;40;12;57;234;54;925;92;75;"3";"Да";"Нет";"no";"ESP8266";"апр";"0";"2018-12-14"
"Iot_Siemens.8";"Station#25";336928790;39;35;68;7562;63;2218;62;24;"5";"NO;";"N/I";"Да";"STM32";"да";"Нет";"2020-05-20"
"PLC_IoT:12";"Station:24";208641840;6;7;68;8706;33;-993;80;31;"3";"YES";"апр";"no info";"ЕSP8266";"no";"Нет";"2020-08-04"
"u_VersaIoT13";"Station/34";872273514;14;38;61;2456;47;-2677;76;100;"5";"";"no";"yes";"STM";"
";"yes";"2019-11-21"
"CustomerNewGenIoT.16";"Department:20";452674100;1;7;43;782;90;-1417;95;25;"5";"";"да";"no info";"ESP8266";"0";"+";"2019-08-22"
"u_IIoT.19";"";751716025;21;7;60;135;48;2139;82;84;"3";"";"no";"--";",";"No information";"YES";"2018-05-01"
"machineXDK:8";"";198464476;35;2;74;6674;48;1532;60;91;"5";"";"--";"да";",";"0";"No Information";"2018-07-18"
"Iot__4";"Room/17";88424353;9;43;82;4678;78;2995;38;71;"5";"ЂСЏР¶Рµ";"NO;";"1";"STM32";"YES";"-";"2018-11-30"
"PLC_NewGenIoT_22";"";667610378;43;21;42;9605;63;-2460;25;58;"3";"";"no";"апр";",";"0";"0";"2020-09-24"
"machineIoT14";"Department14";429811836;44;15;45;2241;74;-2272;73;75;"220";"Да";"ЂСЏР¶Рµ";"YES";"STM";"no";"yes";"2020-10-26"
"PLCGPDI51/1";"";276926656;13;45;48;6757;37;-1106;95;83;"3";"";"No information";"+";"STM";"ЂСЏР¶Рµ";"+";"2018-08-25"
"CustomerOSISoftIoT#19";"Room39";166710185;2;19;37;1275;60;-846;99;30;"220";"апр";"No Information";"Нет";""""",";"да";"да";"2018-10-21"
"PLC_Festo16";"";507512653;40;4;39;3407;34;904;30;94;"5";"";"апр";"YES";"STM";"no info";"NO;";"2020-05-12"
"machineVersaIoT#1";"Workshop_4";514913161;13;13;28;1581;74;2673;35;93;"220";"N/I";"YES";"NO";"ЕSP8266";"no info";"N/I";"2019-02-26"
"CustomerNewGenIoT.6";"Room34";607797221;29;18;43;4691;29;1917;97;88;"220";"yes";"апр";"yes";";";"нет";"нет";"2018-08-02"
"PLCGPDI51.15";"";93193969;23;-1;83;3423;38;-2947;48;63;"5";"апр";"YES";"no info";"ESP32";"да";"N/I";"2017-12-24"
"Iot_FestoR2672";"Station#24";730982122;47;31;53;1276;57;-985;87;20;"3";"N/I";"Нет";"no";",";"ЂСЏР¶Рµ";"yes";"2018-01-16"
"PLC_CNC#9";"";851727146;18;33;75;3472;93;2002;88;20;"220";"";"NO;";"Да";"ESP32";"апр";"no";"2017-10-28"
"Iot_Festo9";"Department#15";767312575;44;9;43;1460;26;-964;64;73;"3";"Нет";"no";"N/I";"ЕSP8266";"No information";"нет";"2018-08-26"
"PLCFestoR267.18";"Place24";285662523;10;20;76;9322;78;-2874;38;83;"220";"--";"апр";"no";"ESP ";"No information";"no";"2018-03-23"
"PLC_CISS Bosch:14";"Workshop:12";364956791;17;20;46;9660;68;623;54;69;"3";"";"+";"YES";"ESP8266";" ";"N/I";"2020-09-28"
"u_Siemens21";"Department37";893898402;34;47;75;5320;27;1665;75;51;"3";"0";"ЂСЏР¶Рµ";"Да";"ESP32";"Нет";"no info";"2018-01-12"
"CustomerFesto20";"";421654880;45;14;60;5079;100;276;64;80;"3";"";"NO";"ЂСЏР¶Рµ";"ESP8266";"NO;";"
";"2019-12-05"
"u_Siemens11";"Department34";332262497;20;6;49;5031;46;1752;68;80;"3";"NO";"-";"no info";";";" ";"NO";"2018-03-18"
"u_IoTSiemens17";"";11277608;25;45;72;3185;30;-1248;91;97;"5";"";"no";"+";"ESP32";"нет";"No information";"2019-02-15"
"PLC_IoT15";"Station/35";623380561;47;43;93;5306;46;-346;24;31;"3";"";"0";"+";"STM";"нет";"--";"2018-08-28"
"CustomerXDK Bosch11";"Room-16";399636042;10;16;29;6463;84;-2671;35;61;"3";"";"+";"no";"ЕSP8266";"Нет";"да";"2019-12-19"
"machineSiemens.16";"Place_14";596029000;31;39;33;2872;44;2683;83;22;"220";"";" ";"No information";"STM";"No Information";"no info";"2019-05-03"
"u_CNC.18";"Workshop-30";706599414;27;2;59;9163;62;772;99;61;"220";"";"
";"yes";"ЕSP8266";"yes";"
";"2020-07-04"
"PLCFesto:12";"";677738648;29;29;30;2900;17;-470;81;73;"3";"";"-";"нет";"STM";"0";"1";"2019-08-20"
"u_IoTSiemens9";"";159360169;26;6;45;9928;18;-3007;75;38;"5";"Нет";"нет";"да";"STM";"да";"--";"2018-07-02"
"machineVersaIoT:13";"Workshop/15";29489937;18;30;90;4979;62;-2512;69;98;"5";"no info";"No Information";"yes";",";"да";"no info";"2018-11-04"
"PLC_NewGenIoT:12";"Room_39";548205138;23;37;65;1869;76;2529;63;71;"5";"yes";"апр";"0";"STM";" ";"+";"2020-10-24"
"PLCFanucIoT_17";"";343570065;37;38;52;9419;71;1607;85;54;"220";"no";"yes";"NO";"STM32";"yes";"1";"2019-12-16"
"Iot_CISS Bosch-23";"Room/33";146893448;47;19;37;9924;28;-416;38;43;"5";"NO";"ЂСЏР¶Рµ";"no";",";"no";"+";"2020-10-09"
"PLCFanucIoT10";"";553079870;7;40;76;5259;34;-1134;48;23;"3";"1";"ЂСЏР¶Рµ";"N/I";"STM32";"0";"No information";"2020-03-07"
"CustomerCISS Bosch5";"Workshop.38";674779164;19;17;76;3829;17;1475;51;89;"3";"yes";"no";"no info";",";"no info";"no info";"2020-04-17"
"PLC_NewGenIoT:19";"";786085651;34;37;68;6300;20;-275;51;94;"3";"N/I";"0";"Нет";"ЕSP8266";"yes";"1";"2018-07-11"
"CustomerIoT18";"";518658099;5;15;44;3302;34;-2412;77;46;"3";"";"no info";"no";"ESP32";" ";"yes";"2019-10-02"
"u_SensXiom_15";"Department_2";774441296;47;14;35;1731;23;1045;85;91;"220";"апр";"No Information";"no";"ESP ";"апр";"no";"2019-06-16"
"machine_8";"Room24";825266910;5;42;75;1184;49;2795;96;57;"220";"YES";"no";"ЂСЏР¶Рµ";"ЕSP8266";"no";"
";"2018-09-04"
"machineFestoR267#11";"Workshop31";409851502;10;10;91;8457;52;530;53;59;"5";"-";"Да";" ";",";"YES";"NO";"2018-01-18"
"Iot_SensXiom/6";"Room-30";684771489;45;21;57;9333;77;-1586;23;24;"3";"";"no info";"NO;";";";"yes";"нет";"2020-01-28"
"Iot_SensXiom:17";"";632416311;8;31;98;3741;20;-1571;66;73;"5";"yes";"+";"ЂСЏР¶Рµ";"STM";" ";"YES";"2020-06-12"
"PLCFanuc/15";"";870108893;36;23;43;8907;26;321;38;39;"3";"";"0";"yes";""""",";"0";"N/I";"2020-06-14"
"Iot_CISS Bosch/10";"";111988681;1;11;64;4532;43;-1077;18;22;"5";"";"YES";"NO";"ESP32";"NO;";" ";"2019-08-21"
"PLC_Festo-22";"Room_30";35749587;11;43;70;6231;87;1292;37;100;"3";"+";"no info";"NO";"ESP ";"Да";"YES";"2020-03-28"
"machineOSISoftIoT9";"";128497021;26;2;75;5391;54;1572;60;72;"5";"";"ЂСЏР¶Рµ";"Да";"STM";"-";"апр";"2019-12-01"
"PLC_XDK_10";"";562797845;48;9;54;4317;45;-804;71;64;"5";"";" ";"no";"ESP ";"ЂСЏР¶Рµ";"нет";"2018-06-17"
"PLC_NewGenIoT#4";"";275652874;25;27;45;4959;83;-1378;26;43;"5";"";"
";"+";"ESP ";"0";"апр";"2019-07-21"
"Iot_NewGenIoT_22";"Department41";210257201;37;11;28;4972;36;-2201;77;25;"220";"0";"no";"no";"ESP ";"
";"-";"2020-05-31"
"PLC_XDK Bosch:19";"Department-25";490844264;47;5;93;9920;98;662;74;24;"3";"-";"N/I";"YES";"STM";"-";"NO;";"2020-01-05"
"u_Siemens-9";"Room.19";419885715;4;13;57;4571;95;2930;65;21;"3";"
";"YES";"N/I";"ЕSP8266";"NO;";"YES";"2019-12-24"
"PLCFanucIoT/3";"Department/26";71194304;21;41;26;2016;98;-1921;98;67;"5";"";"No information";"Да";"ESP8266";"
";"Нет";"2020-09-24"
"PLC_GPDI51:22";"Station20";691345880;25;4;43;8682;92;-160;33;63;"5";"N/I";"N/I";"апр";"STM";"1";"NO";"2018-02-23"
"u_CNC#17";"";30750052;6;31;67;5655;66;-1001;35;80;"5";"-";"NO;";"No information";",";"ЂСЏР¶Рµ";" ";"2018-07-21"
"PLC_IoTSiemens#12";"";853761573;40;33;33;4000;25;2710;41;59;"5";"yes";"+";"no";"STM";"ЂСЏР¶Рµ";"нет";"2020-04-06"
"u_VersaIoT.10";"";860653860;26;36;28;909;44;-2966;19;36;"5";"1";"
";"no info";"ESP32";"0";"нет";"2018-07-17"
"PLCFanuc1";"Room_40";501120163;43;-3;51;4742;34;-230;48;28;"5";"";"
";"No Information";"ESP8266";"-";"апр";"2019-03-02"
"Iot_Bosch#15";"Room#15";610690047;22;8;88;1213;31;-983;38;30;"5";"апр";"--";"1";"STM32";"апр";"да";"2020-06-18"
"Iot_IoTSiemens.20";"";182603516;23;14;46;2094;95;-2081;95;90;"5";"";"yes";"нет";"STM";"No information";"N/I";"2018-07-02"
"u_IIoT/17";"";456831366;36;7;97;6645;72;-3063;85;45;"5";"";"YES";"да";"ЕSP8266";"-";"0";"2020-06-04"
"CustomerFestoR267/2";"Room9";629821631;25;35;55;1206;89;127;84;74;"3";"N/I";"no";"--";"ESP ";"YES";"-";"2019-07-28"
"machineXDK1";"";231262856;15;42;50;8625;17;-140;67;37;"220";"ЂСЏР¶Рµ";"YES";"No information";"ESP32";"Нет";"No Information";"2019-05-10"
"Iot_Fanuc7";"Workshop#13";894754194;20;48;36;8165;100;-2982;59;76;"220";"";"N/I";"-";",";"нет";"YES";"2020-07-18"
"PLCNewGenIoT.8";"";889048942;15;13;88;6719;29;1621;47;24;"5";"";"апр";"yes";"STM";"N/I";"N/I";"2020-06-10"
"machineIoTSiemens_2";"";891812279;21;10;63;6350;91;960;49;30;"5";"No Information";"YES";"-";"STM32";"--";"0";"2019-08-14"
"PLC_FanucIoT#3";"Room9";508301144;2;30;56;1161;77;-2453;21;47;"3";"ЂСЏР¶Рµ";"+";"нет";"STM32";"-";"NO;";"2020-08-22"
"u_IoTSiemens:11";"Station-13";873968645;3;9;88;4780;57;-2649;68;79;"5";"1";"-";"Нет";";";"0";"N/I";"2019-08-05"
"u_Bosch_12";"Workshop2";400915757;30;8;73;7744;46;2834;53;45;"5";"";"нет";"--";"ESP ";"Да";"+";"2019-01-20"
"u_VersaIoT-8";"";729218209;49;50;52;6059;22;1173;32;31;"220";"";"NO";"--";"ESP ";"нет";"no";"2018-09-13"
"CustomerFesto/12";"Place20";860346459;34;21;33;9715;75;-1725;26;24;"5";"Да";"yes";"--";"ESP32";"Да";"NO;";"2019-07-18"
"u__1";"Department6";451359268;15;17;39;4254;54;95;100;83;"3";"-";"нет";"да";"ЕSP8266";"no";"N/I";"2019-07-21"
"CustomerSensXiom/15";"";249917770;33;29;42;2584;87;300;96;79;"3";"+";"yes";"no info";"STM32";"NO;";"
";"2020-04-22"
"u_SensXiom#4";"";415828777;36;24;71;4391;42;1176;40;72;"3";"No Information";" ";"NO;";"ЕSP8266";"Нет";"YES";"2019-08-05"
"Iot__21";"Department#42";553789544;48;12;38;4316;71;1342;61;51;"3";"NO;";"1";"нет";"STM";"апр";"
";"2019-12-13"
"PLCCISS Bosch/5";"Workshop/13";729305641;33;47;47;1926;66;1665;86;81;"5";"";"ЂСЏР¶Рµ";"да";",";"No information";"Нет";"2020-10-24"
"PLCXDK#21";"Workshop-41";248329103;13;28;66;9328;24;-186;97;83;"5";"";"no";"0";",";"Нет";"N/I";"2018-10-10"
"PLC_NewGenIoT.21";"Department_30";554337263;47;14;27;2789;35;2038;34;28;"220";"";"да";"апр";"ЕSP8266";"NO;";"no info";"2019-10-12"
"u_XDK15";"Place_6";226358426;17;5;37;9642;27;-48;54;23;"5";"--";"No Information";"ЂСЏР¶Рµ";"ЕSP8266";"No information";"ЂСЏР¶Рµ";"2018-03-09"
"CustomerFesto_22";"Station#24";566116953;21;21;69;8532;87;3032;73;97;"5";"No information";"No information";"NO;";"STM";"-";"--";"2017-11-11"
"machineOSISoftIoT.3";"";116390539;36;0;68;5442;80;-869;61;86;"5";"";"yes";"
";"ESP8266";"YES";"
";"2020-09-25"
"PLC_FestoR267_12";"Workshop/15";682432476;35;34;44;4465;44;-2482;75;74;"5";"";"YES";"нет";"STM32";"ЂСЏР¶Рµ";"Нет";"2020-09-24"
"u_NewGenIoT1";"";104059573;19;8;55;5120;45;-655;56;37;"3";"";"yes";"no";"ESP32";"0";"
";"2020-05-04"
"machineXDK_22";"Place-13";277905367;42;15;44;4659;78;-649;81;73;"5";"";"--";"+";""""",";"No information";"
";"2019-11-05"
"machineFestoR26718";"Station.15";93195155;5;8;81;1046;40;557;47;83;"5";"-";"--";"YES";""""",";"yes";"1";"2020-01-22"
"CustomerIIoT/3";"Department_28";157961976;46;50;25;9484;29;-1827;87;65;"3";"апр";"Нет";"Нет";"ESP32";"no";"no";"2017-12-21"
"CustomerNewGenIoT#10";"";119417938;22;3;78;4658;36;-39;67;92;"5";"ЂСЏР¶Рµ";"YES";"-";"ЕSP8266";"+";"Да";"2019-03-15"
"CustomerXDK16";"";20871320;44;33;100;9598;75;583;21;79;"5";"NO;";" ";"yes";"ESP32";"0";"No information";"2019-04-03"
"u_XDK:14";"Station28";547097225;44;36;48;5978;49;2360;90;45;"5";"";"NO;";"no";"ESP8266";"ЂСЏР¶Рµ";"ЂСЏР¶Рµ";"2019-03-14"
"CustomerFesto:11";"";731542982;12;4;54;2240;30;-718;73;29;"3";"";"YES";"
";"ESP ";"--";"No Information";"2019-11-17"
"PLCCISS Bosch.4";"Place-21";128869562;35;30;47;2032;84;-2546;53;30;"3";"No Information";"0";"да";";";"1";"апр";"2020-07-07"
"CustomerFanuc/16";"Place#19";848543587;20;17;52;1552;33;-1225;93;36;"3";"";"yes";"апр";"STM";"нет";"yes";"2020-04-06"
"Customer17";"Station/21";566539879;43;29;92;7680;29;-825;61;36;"5";"No information";"-";"no";"STM32";"N/I";"-";"2019-01-09"
"u_OSISoftIoT.21";"";857575231;9;40;59;4017;58;-2;76;60;"3";"";"нет";"Да";";";"Да";" ";"2020-04-06"
"CustomerBosch-18";"Place:30";81025301;20;27;72;9552;96;-1775;92;40;"220";"-";" ";" ";"ESP32";"NO;";"нет";"2020-01-28"
"machineFestoR267:19";"";546252037;32;47;75;3476;23;379;47;67;"220";"";"нет";"yes";"STM32";"ЂСЏР¶Рµ";"нет";"2018-02-14"
"PLCCNC_14";"";414223454;41;-2;36;2336;60;-2748;57;82;"3";"";"No information";"no info";";";"NO;";"нет";"2018-01-29"
"CustomerBosch-23";"Workshop.38";682790634;3;50;46;9632;46;-623;71;91;"3";"yes";" ";"YES";"ESP ";"апр";"-";"2018-02-08"
"CustomerIoT.1";"Station24";876952416;27;35;70;7950;81;2725;91;41;"3";"";"0";"
";"STM";"No Information";"+";"2020-10-20"
"CustomerFanucIoT#4";"";256268997;30;-3;37;7686;52;-1476;18;17;"220";"no";"1";"yes";"STM32";"no info";"+";"2019-01-29"
"PLC_OSISoftIoT1";"Station/10";499237530;5;5;54;3768;26;1207;38;41;"220";"";"апр";" ";";";"No Information";"+";"2018-08-09"
"PLCCNC.10";"";705165123;13;41;66;3359;84;2542;49;57;"220";"
";" ";"no info";",";"апр";"no";"2018-12-25"
"u_CNC#13";"Workshop-3";735312552;18;7;44;7777;32;-2332;20;69;"220";"";"yes";"no";";";"+";"N/I";"2018-11-09"
"PLC_VersaIoT_16";"Department:39";387257729;47;32;28;3273;86;346;96;45;"3";"no info";" ";"no";"STM";"нет";"ЂСЏР¶Рµ";"2020-08-26"
"PLCFanuc9";"Room:25";230748295;3;16;46;695;71;-1955;61;88;"5";"no info";"+";"yes";";";"no info";"yes";"2018-03-12"
"PLCGPDI51:10";"Department:5";179477784;32;48;42;268;59;258;31;35;"5";"no";"да";"NO;";""""",";"N/I";"--";"2018-03-23"
"PLC_OSISoftIoT21";"";339393837;8;40;66;2779;78;-1145;84;20;"3";"";"no info";"нет";"ЕSP8266";"Нет";"+";"2020-04-01"
"CustomerFanucIoT-6";"Workshop12";467642859;21;13;65;3361;60;2407;85;23;"3";"no info";"ЂСЏР¶Рµ";"No Information";""""",";"no info";"no info";"2018-08-18"
"PLCIoTSiemens8";"";678397004;3;19;59;6591;96;-1787;33;66;"5";"апр";"no";"YES";";";"no";"no";"2017-12-18"
"CustomerBosch/14";"Station11";823130513;48;6;90;3620;49;-2694;75;55;"3";"No Information";"N/I";"Нет";"STM32";"No information";"нет";"2019-02-10"
"CustomerFanucIoT:16";"";442000632;3;35;81;2003;83;-3032;39;57;"3";"no info";"Да";"Да";";";"N/I";"no";"2019-09-05"
"Iot_GPDI5118";"Room_18";778016761;48;47;78;1545;81;192;94;53;"3";"апр";"no";"yes";""""",";"No information";"--";"2018-11-28"
"Iot_Festo3";"Room#30";210679787;42;35;90;9958;65;-1367;81;77;"3";"0";"ЂСЏР¶Рµ";"no info";"ESP32";"no";"yes";"2018-03-07"
"u_IIoT_2";"Room19";500697744;45;37;99;3417;31;2486;93;51;"5";"";"no info";"1";"ESP32";"0";"--";"2019-12-28"
"PLC_IIoT.9";"";439007407;39;17;42;2657;50;1961;89;74;"5";"";"-";"no info";"ESP ";"yes";"+";"2020-05-28"
"PLC_Fanuc10";"Department.40";45029041;6;10;80;4696;73;-541;87;40;"220";"нет";"да";"no info";"ЕSP8266";"1";"апр";"2017-12-16"
"Iot_OSISoftIoT_3";"Station29";187152177;26;31;70;2437;72;-3024;31;58;"3";" ";" ";"-";"ESP32";"no info";"Нет";"2017-11-25"
"machineCNC20";"Room19";587474689;29;40;86;3370;90;-2124;61;31;"220";"";"no info";"апр";";";"yes";"yes";"2018-05-16"
"machineIoTSiemens-23";"";585081673;26;49;35;2834;43;-777;78;81;"3";"no";"N/I";"+";",";"Нет";"no";"2020-08-27"
"Iot_VersaIoT2";"Place#40";732203464;24;34;60;2132;62;-209;57;30;"3";"+";"--";"yes";"ESP8266";"0";"yes";"2018-10-25"
"PLC_:13";"Room6";542510581;35;43;51;1827;87;-1974;42;73;"3";"";"No Information";"yes";"ЕSP8266";"no info";"1";"2018-03-06"
"Iot_FanucIoT-8";"Station/18";206647795;9;13;33;8582;42;-417;56;42;"3";"";"no info";"yes";"STM32";"no";"no";"2019-08-18"
"CustomerIoTSiemens.20";"Department-32";49555640;2;45;96;5263;22;492;27;42;"5";"No Information";"no";"да";",";"NO";"No Information";"2018-05-18"
"machineOSISoftIoT.9";"Station_20";762294166;5;34;58;4661;17;3058;56;49;"5";"";"no info";"ЂСЏР¶Рµ";"ESP8266";"no";"NO";"2020-10-28"
"u_OSISoftIoT9";"Workshop.14";207745548;6;39;84;9434;41;-2831;39;96;"5";"NO";"No information";"-";"STM32";" ";"No information";"2020-05-04"
"CustomerXDK:10";"Station5";218455382;6;38;33;1168;58;1449;27;56;"3";"";"no info";"no";""""",";"no";"апр";"2020-05-29"
"CustomerIIoT2";"Workshop/29";667180035;44;24;34;7804;24;423;83;56;"220";"";"no";"1";"ESP32";"ЂСЏР¶Рµ";"YES";"2019-04-25"
"Iot_NewGenIoT3";"";406487885;7;22;67;873;69;880;50;41;"5";"апр";"
";"No Information";"STM";"--";"нет";"2018-02-22"
"machineCISS Bosch2";"Room/28";335269819;30;20;86;7814;62;-2786;76;79;"3";"";"no info";"NO";"STM";"yes";"Нет";"2018-09-13"
"PLC_CISS Bosch/1";"Station/12";840390797;16;48;66;2578;37;-1761;71;39;"3";"--";"YES";"no";"STM32";"no info";"нет";"2018-10-17"
"PLC_XDK Bosch#16";"";219735709;28;-2;96;1131;68;-1427;32;75;"3";"+";"нет";"no";";";"апр";"yes";"2019-10-31"
"Iot_XDK7";"Department37";543517669;3;20;90;3397;38;1825;25;51;"5";"-";"да";"--";"ESP32";"+";"ЂСЏР¶Рµ";"2020-03-25"
"u_Festo-2";"Station/33";444425490;15;7;34;9190;45;992;30;46;"3";"";"yes";"ЂСЏР¶Рµ";"STM32";"Нет";"Да";"2018-03-17"
"CustomerSensXiom17";"Station14";220434473;49;40;25;8915;51;480;34;37;"5";"N/I";"да";"N/I";"ESP32";" ";"no";"2020-01-16"
"PLCGPDI51:12";"Station#33";743120186;22;1;39;2380;46;1958;18;83;"5";"no info";"нет";"
";"ESP ";"N/I";"
";"2018-10-08"
"CustomerIoTSiemens.12";"";823109856;49;19;47;3825;38;-588;61;97;"3";"апр";"no";" ";"STM32";"YES";"+";"2019-12-26"
